epoch,loss_epoch,loss_step,step,val_loss
12,,5.638878345489502,4599,
12,,5.600677967071533,4649,
12,,5.203670501708984,4699,
12,,5.1043243408203125,4749,
12,,5.365293979644775,4799,
12,,,4848,5.332207202911377
12,5.370059967041016,,4848,
13,,5.544413089752197,4849,
13,,5.4525532722473145,4899,
13,,5.49790096282959,4949,
13,,5.359477996826172,4999,
13,,5.6745147705078125,5049,
13,,5.26467227935791,5099,
13,,5.27175760269165,5149,
13,,5.3925347328186035,5199,
13,,,5221,5.321340560913086
13,5.368223190307617,,5221,
14,,5.562156677246094,5249,
14,,5.098469257354736,5299,
14,,5.57888650894165,5349,
14,,5.403373718261719,5399,
14,,5.239924430847168,5449,
14,,5.15523624420166,5499,
14,,5.337403774261475,5549,
14,,,5594,5.3246870040893555
14,5.3181562423706055,,5594,
15,,5.57896089553833,5599,
15,,5.3646769523620605,5649,
15,,5.23093843460083,5699,
15,,5.292871475219727,5749,
15,,5.57298469543457,5799,
15,,5.141803741455078,5849,
15,,4.884085178375244,5899,
15,,5.354910850524902,5949,
15,,,5967,5.235698699951172
15,5.283070087432861,,5967,
16,,5.411853313446045,5999,
16,,5.6627092361450195,6049,
16,,5.098801136016846,6099,
16,,5.01931095123291,6149,
16,,5.261889457702637,6199,
16,,5.12391996383667,6249,
16,,5.199552059173584,6299,
16,,,6340,5.2333292961120605
16,5.2656378746032715,,6340,
17,,5.214177131652832,6349,
17,,5.242614269256592,6399,
17,,5.32463264465332,6449,
17,,5.333702087402344,6499,
17,,5.257584571838379,6549,
17,,5.320525646209717,6599,
17,,5.243895053863525,6649,
17,,5.136473178863525,6699,
17,,,6713,5.257358074188232
17,5.2652130126953125,,6713,
18,,5.301686763763428,6749,
18,,5.418675422668457,6799,
18,,5.375425815582275,6849,
18,,4.879059791564941,6899,
18,,5.177617073059082,6949,
18,,5.378941535949707,6999,
18,,5.045967102050781,7049,
18,,,7086,5.189933776855469
18,5.237940788269043,,7086,
19,,5.20527458190918,7099,
19,,5.36513614654541,7149,
19,,5.377441883087158,7199,
19,,5.386590480804443,7249,
19,,5.0157318115234375,7299,
19,,4.937338829040527,7349,
19,,5.107680320739746,7399,
19,,5.196423530578613,7449,
19,,,7459,5.203266143798828
19,5.211301326751709,,7459,
20,,5.135008335113525,7499,
20,,5.5367279052734375,7549,
20,,5.239190578460693,7599,
20,,4.99704647064209,7649,
20,,4.920193672180176,7699,
20,,5.240533828735352,7749,
20,,5.32259464263916,7799,
20,,,7832,5.190073490142822
20,5.197050094604492,,7832,
21,,5.294498443603516,7849,
21,,5.230885028839111,7899,
21,,4.6449809074401855,7949,
21,,5.2238030433654785,7999,
21,,5.065423965454102,8049,
21,,5.197442054748535,8099,
21,,5.319060325622559,8149,
21,,4.957666397094727,8199,
21,,,8205,5.174941539764404
21,5.174813747406006,,8205,
22,,5.091041088104248,8249,
22,,5.2066755294799805,8299,
22,,4.881868362426758,8349,
22,,4.959733009338379,8399,
22,,4.973196506500244,8449,
22,,5.041090488433838,8499,
22,,5.27992582321167,8549,
22,,,8578,5.1722307205200195
22,5.1638641357421875,,8578,
23,,5.115849494934082,8599,
23,,5.2499237060546875,8649,
23,,5.096512794494629,8699,
23,,4.988800525665283,8749,
23,,5.349675178527832,8799,
23,,4.940759658813477,8849,
23,,5.342746257781982,8899,
23,,4.977060317993164,8949,
23,,,8951,5.1404547691345215
23,5.147966384887695,,8951,
24,,5.180825710296631,8999,
24,,5.329673767089844,9049,
24,,5.467385768890381,9099,
24,,5.106907844543457,9149,
24,,5.195367813110352,9199,
24,,5.184814929962158,9249,
24,,5.037004470825195,9299,
24,,,9324,5.133723258972168
24,5.141453266143799,,9324,
25,,5.16549015045166,9349,
25,,5.210960865020752,9399,
25,,5.218151569366455,9449,
25,,5.09702205657959,9499,
25,,5.337738990783691,9549,
25,,5.167087554931641,9599,
25,,5.173889636993408,9649,
25,,,9697,5.140109062194824
25,5.13104772567749,,9697,
26,,5.089934825897217,9699,
26,,5.106269836425781,9749,
26,,4.998738765716553,9799,
26,,5.2377705574035645,9849,
26,,4.985588550567627,9899,
26,,5.1050848960876465,9949,
26,,5.083537578582764,9999,
26,,5.093955039978027,10049,
26,,,10070,5.126492500305176
26,5.124115943908691,,10070,
27,,4.959256172180176,10099,
27,,4.966154098510742,10149,
27,,5.159836292266846,10199,
27,,4.983922004699707,10249,
27,,5.210700035095215,10299,
27,,5.222003936767578,10349,
27,,5.193049430847168,10399,
27,,,10443,5.1199212074279785
27,5.117956161499023,,10443,
28,,5.2442145347595215,10449,
28,,5.039701461791992,10499,
28,,5.2325286865234375,10549,
28,,5.0900750160217285,10599,
28,,5.130465507507324,10649,
28,,4.926536560058594,10699,
28,,5.200860023498535,10749,
28,,5.002452373504639,10799,
28,,,10816,5.123868942260742
28,5.11617374420166,,10816,
29,,5.132275104522705,10849,
29,,5.149062633514404,10899,
29,,5.3537917137146,10949,
29,,5.247893810272217,10999,
29,,5.0215888023376465,11049,
29,,4.981512546539307,11099,
29,,5.289738178253174,11149,
29,,,11189,5.113620281219482
29,5.112673282623291,,11189,
